in_packet_ratio,in_byte_ratio,size_mean,size_std,size_min,size_max,iat_mean,iat_std,iat_max,tcp_ratio,udp_ratio,category
0.5063291139240507,0.7710576107522672,194.01,300.2,54,1490,0.254856,0.578523,3.231103,0.9240506329113924,0.0759493670886076,idle
0.5147058823529411,0.6365404176389636,245.78,366.01,54,1514,0.146327,0.430013,3.231103,0.9264705882352942,0.0735294117647058,idle
0.5147058823529411,0.6230414746543779,239.34,365.53,54,1514,0.138482,0.424524,3.231103,0.9264705882352942,0.0735294117647058,idle
0.4965034965034965,0.6009925838197558,247.99,370.9,54,1514,0.133844,0.356418,2.12964,0.93006993006993,0.0699300699300699,idle
0.5,0.6104435219576142,244.11,366.44,54,1514,0.132439,0.330466,2.12964,0.9333333333333332,0.0666666666666666,idle
0.4803921568627451,0.7058318671415698,228.46,353.47,54,1514,0.19511,0.39764,2.12964,0.9607843137254902,0.0392156862745098,idle
0.5064935064935064,0.6192846476569722,273.95,411.06,54,1514,0.118851,0.329433,2.808677,0.7532467532467533,0.2467532467532467,idle
0.5296296296296297,0.6116109682947729,449.51,565.09,54,1514,0.068581,0.280469,2.808677,0.6259259259259259,0.374074074074074,idle
0.5367647058823529,0.6152287581699346,450.0,562.76,54,1514,0.071849,0.30824,2.808677,0.6360294117647058,0.3639705882352941,idle
0.5468164794007491,0.6106687289136661,440.72,561.01,54,1514,0.073627,0.31072,2.808677,0.6217228464419475,0.3782771535580524,idle
0.5409090909090909,0.6279620373555659,449.25,570.66,54,1514,0.080948,0.277684,2.398723,0.6863636363636364,0.3136363636363636,idle
0.5384615384615384,0.7864300818240324,139.45,155.32,54,759,0.228918,0.435011,2.398723,0.9487179487179488,0.0512820512820512,idle
0.525,0.7542252520948729,176.03,293.68,54,1490,0.238219,0.557527,3.259551,0.925,0.075,idle
0.5,0.8084801604354677,227.64,352.68,54,1490,0.217149,0.514457,3.259551,0.9347826086956522,0.0652173913043478,idle
0.512396694214876,0.8616982396296522,271.36,345.82,54,1490,0.161393,0.428954,3.259551,0.950413223140496,0.0495867768595041,idle
